param,Evaluation Value,Iw-AUC,Bw-AUC,Iw-TNF,Iw-FPF,Iw-FNF,Bw-TPF,Bw-TNF,Bw-FPF,Bw-FNF
Gaussian:7 Gaussian:7 5 3 3 softmax sigmoid Adam,1.534708467,0.824719052,0.614753283,0.620358432,0.88634648,0.054280125,0.141564655,0.76449894,0.33441283,0.36164371
Gaussian:7 Gaussian:7 Gaussian:7 7 3 3 sigmoid relu AdaGrad,1.534607865,0.575009349,0.483560646,0.809994707,0.254741614,0.216136213,0.741151824,0.345613013,0.86792363,0.564660593
Gaussian:7 Gaussian:7 Gaussian:7 3 3 1 sigmoid relu Adam,1.534235589,0.970546395,0.419562612,0.110376865,0.985786335,0.555331884,0.55089269,0.560662717,0.682823544,0.415606944
Gaussian:7 5 3 3 sigmoid tanh AdaGrad,1.534126707,0.799043142,0.514849892,0.637128833,0.05039034,0.156666817,0.290031252,0.198984631,0.969376579,0.314529977
Gaussian:7 5 3 5 softmax relu AdaGrad,1.534119997,0.125528734,0.233858622,0.725378811,0.361056393,0.43172092,0.044437133,0.449893123,0.943815286,0.326273694
Gaussian:7 Gaussian:7 5 5 1 tanh sigmoid Adam,1.534088941,0.567451212,0.507892775,0.314226874,0.272534973,0.358800647,0.42578514,0.359476774,0.086410449,0.075990665
Gaussian:7 Gaussian:7 3 7 1 relu softmax RMSProp,1.533796471,0.749212497,0.417525176,0.78975411,0.481613887,0.840491659,0.276365379,0.845030382,0.669474205,0.508494612
Gaussian:7 Gaussian:7 Gaussian:7 3 5 5 relu tanh AdaGrad,1.53246447,0.139524469,0.71177551,0.708472328,0.52940756,0.432396963,0.233722641,0.241922918,0.916311177,0.633829063
Gaussian:7 9 9 3 relu sigmoid AdaGrad,1.531222273,0.813322567,0.928945165,0.799234845,0.30529952,0.733053694,0.59952183,0.532339704,0.469890689,0.701979995
Gaussian:7 9 5 3 softmax softmax RMSProp,1.531207516,0.575712926,0.620046308,0.010781355,0.88500118,0.42579444,0.533054038,0.790602693,0.784047368,0.463049549
Gaussian:7 Gaussian:7 Gaussian:7 5 7 3 sigmoid relu RMSProp,1.530020538,0.268053857,0.3565787,0.662593652,0.39244107,0.190334713,0.421595623,0.177390248,0.229391981,0.908739359
Gaussian:7 Gaussian:7 9 3 5 relu tanh Adam,1.529168015,0.949408042,0.83054473,0.9482583,0.853401918,0.612192907,0.817290927,0.802670387,0.581798057,0.908232281
Gaussian:7 Gaussian:7 5 5 5 tanh sigmoid Adam,1.528246577,0.640762994,0.187431287,0.599962597,0.520079522,0.865003725,0.213839823,0.854975936,0.074738326,0.307909116
Gaussian:7 Gaussian:7 Gaussian:7 3 3 3 softmax relu Adam,1.527951294,0.332596728,0.878272095,0.221935018,0.232194369,0.003741939,0.66427601,0.891950067,0.366190332,0.547519891
Gaussian:7 7 5 3 relu relu AdaGrad,1.527629383,0.53373741,0.246224643,0.828234003,0.008103097,0.662341034,0.622236592,0.835704346,0.09694558,0.73663086
Gaussian:7 Gaussian:7 Gaussian:7 5 9 5 relu relu AdaGrad,1.527588548,0.175970416,0.011977514,0.452347433,0.202483036,0.21295222,0.842230264,0.76083278,0.297768217,0.979132893
Gaussian:7 Gaussian:7 9 5 1 softmax softmax AdaGrad,1.526392168,0.495620513,0.504449613,0.072514605,0.984296709,0.352429236,0.918285095,0.746402204,0.266072273,0.381285867
Gaussian:7 Gaussian:7 7 9 5 relu softmax RMSProp,1.525293107,0.960989303,0.322045962,0.344566476,0.417377313,0.587059966,0.045227285,0.207483386,0.653490083,0.681274818
Gaussian:7 Gaussian:7 Gaussian:7 7 5 5 softmax relu AdaGrad,1.523898707,0.578311286,0.060441687,0.159960677,0.218252324,0.391487011,0.68843896,0.160052226,0.624688568,0.399069349
Gaussian:7 3 3 1 sigmoid tanh AdaGrad,1.523435264,0.094737276,0.989731292,0.51499826,0.897239989,0.171458045,0.523695984,0.292318206,0.720425184,0.454084127
Gaussian:7 Gaussian:7 Gaussian:7 9 5 1 tanh tanh Adam,1.523114129,0.102287022,0.582852042,0.549092629,0.632224167,0.27717215,0.17194828,0.046423522,0.378716439,0.188225917
Gaussian:7 Gaussian:7 5 3 5 sigmoid softmax RMSProp,1.523094554,0.660907183,0.13545633,0.607100638,0.947632095,0.194126745,0.764072232,0.010677754,0.248832855,0.290448468
Gaussian:7 Gaussian:7 3 7 1 relu sigmoid Adam,1.522900588,0.709423242,0.858535989,0.967836277,0.869856341,0.630874877,0.712295281,0.512829497,0.166587057,0.968384041
Gaussian:7 Gaussian:7 5 3 1 sigmoid tanh RMSProp,1.521274753,0.241096145,0.225354784,0.36252634,0.188131531,0.849509238,0.022577802,0.749603213,0.538646443,0.55932363
Gaussian:7 Gaussian:7 Gaussian:7 3 5 1 relu tanh Adam,1.520720875,0.661855172,0.533990539,0.953429978,0.306654725,0.787781432,0.428424952,0.620211994,0.763248194,0.01617404
Gaussian:7 3 5 5 tanh softmax AdaGrad,1.520215872,0.445371665,0.033365511,0.25177124,0.06382148,0.170611555,0.598512312,0.263129681,0.323059691,0.964716493
Gaussian:7 Gaussian:7 Gaussian:7 7 7 1 tanh sigmoid Adam,1.519373828,0.041514936,0.491789637,0.874770116,0.441055053,0.175237831,0.525498292,0.013979362,0.643797491,0.688395653
Gaussian:7 Gaussian:7 9 9 5 tanh softmax RMSProp,1.518852982,0.146507937,0.478693747,0.447123278,0.934690326,0.86852254,0.61492905,0.414738653,0.479299571,0.565012823
Gaussian:7 Gaussian:7 Gaussian:7 7 3 1 tanh softmax RMSProp,1.518347779,0.497619354,0.616801547,0.664470757,0.624023955,0.626027136,0.153573102,0.994123428,0.236151422,0.460782483
Gaussian:7 7 7 1 softmax softmax AdaGrad,1.517868791,0.320903247,0.744531575,0.485650147,0.183706467,0.262839384,0.364837395,0.474720633,0.158000475,0.13596767
Gaussian:7 Gaussian:7 5 3 1 relu sigmoid AdaGrad,1.517698884,0.756186771,0.96214943,0.977853654,0.998222801,0.455785553,0.312404691,0.495222211,0.547324086,0.951924896
Gaussian:7 9 9 5 softmax tanh Adam,1.517423601,0.171076518,0.684169431,0.794647532,0.693031251,0.761347646,0.551762712,0.633984611,0.264139718,0.091835445
Gaussian:7 9 3 1 softmax sigmoid RMSProp,1.517254425,0.575020924,0.053996137,0.548773358,0.221172703,0.891037902,0.429137119,0.678468361,0.083217125,0.650757743
Gaussian:7 Gaussian:7 Gaussian:7 7 5 5 sigmoid relu RMSProp,1.517135482,0.699082083,0.68309941,0.180835593,0.389194205,0.470474644,0.831611619,0.947597041,0.251961737,0.494491886
Gaussian:7 Gaussian:7 3 5 3 tanh sigmoid RMSProp,1.516828044,0.926709707,0.243381856,0.54598376,0.293911554,0.975793945,0.133404876,0.168398303,0.108199075,0.972305017
Gaussian:7 Gaussian:7 Gaussian:7 3 3 3 softmax sigmoid AdaGrad,1.516334163,0.061384623,0.481179303,0.134950123,0.281796478,0.308894989,0.18868563,0.941588651,0.171294925,0.675369699
Gaussian:7 9 3 1 softmax sigmoid AdaGrad,1.515965891,0.861064803,0.026000368,0.389245979,0.567658893,0.999190949,0.328969233,0.546520459,0.210590144,0.956905541
Gaussian:7 9 5 3 relu sigmoid Adam,1.515739325,0.851733912,0.300349474,0.371312222,0.951284432,0.937728406,0.68149901,0.258279321,0.925308396,0.416726567
Gaussian:7 5 7 5 relu relu Adam,1.515275631,0.005765667,0.997325705,0.752297009,0.575679484,0.644453756,0.857251129,0.94027566,0.564873221,0.519143164
Gaussian:7 Gaussian:7 7 3 5 tanh sigmoid AdaGrad,1.514503482,0.998627784,0.516992761,0.064652752,0.734598266,0.64330879,0.251052118,0.666006479,0.212472524,0.386214089
Gaussian:7 Gaussian:7 5 3 1 sigmoid sigmoid RMSProp,1.514360825,0.792824488,0.978168912,0.968558386,0.875180559,0.661750601,0.206192278,0.257679736,0.023598163,0.562134872
Gaussian:7 Gaussian:7 7 9 5 tanh sigmoid Adam,1.513425321,0.655727759,0.581985461,0.318039871,0.285408962,0.58462747,0.606232126,0.90694964,0.63660141,0.661051968
Gaussian:7 Gaussian:7 Gaussian:7 5 3 3 softmax relu AdaGrad,1.512872095,0.239792988,0.660191568,0.477371338,0.93999619,0.53958856,0.128974147,0.579669985,0.998273654,0.218211111
Gaussian:7 3 9 1 sigmoid relu RMSProp,1.512416972,0.860469685,0.302071269,0.940497967,0.596765453,0.42979306,0.933728342,0.721022496,0.553672709,0.6823953
Gaussian:7 Gaussian:7 7 5 1 relu sigmoid RMSProp,1.511125522,0.044011709,0.370479664,0.783351078,0.226585218,0.423038911,0.7969364,0.439754909,0.180682378,0.68079632
Gaussian:7 Gaussian:7 Gaussian:7 3 7 5 softmax tanh Adam,1.510834554,0.483882306,0.63002471,0.583552167,0.555284168,0.220609254,0.794915884,0.085578818,0.074055195,0.615492223
Gaussian:7 3 3 3 tanh sigmoid AdaGrad,1.510169452,0.165397129,0.841703566,0.885600914,0.531630821,0.958140127,0.726489132,0.095974004,0.441123229,0.451336805
Gaussian:7 Gaussian:7 3 9 5 softmax softmax RMSProp,1.510167966,0.697631447,0.184013057,0.395506586,0.198533183,0.877301158,0.210304642,0.678285225,0.400059653,0.538165084
Gaussian:7 Gaussian:7 Gaussian:7 5 7 3 sigmoid softmax RMSProp,1.508381651,0.040997332,0.691088728,0.689785061,0.474070495,0.460029275,0.445529113,0.806163077,0.999645129,0.401491354
Gaussian:7 5 9 1 sigmoid sigmoid RMSProp,1.507955392,0.017292608,0.891094085,0.566739517,0.446336183,0.006123638,0.665849399,0.307350851,0.174499185,0.04400262
Gaussian:7 Gaussian:7 Gaussian:7 3 9 5 relu sigmoid RMSProp,1.507222795,0.979720972,0.357427955,0.914743531,0.442961752,0.13158816,0.058255799,0.918526204,0.337070171,0.921324339
Gaussian:7 Gaussian:7 3 3 1 softmax softmax Adam,1.506808282,0.134865155,0.588625931,0.206783505,0.955409207,0.0878866,0.490576343,0.932955775,0.256987518,0.323147224
Gaussian:7 Gaussian:7 9 9 1 relu relu AdaGrad,1.506651016,0.182945902,0.037081321,0.893600228,0.201312204,0.042702547,0.257367226,0.103921049,0.151714022,0.150881173
Gaussian:7 5 3 1 tanh softmax RMSProp,1.506279271,0.232545119,0.157238015,0.686571465,0.108646632,0.2622255,0.296234994,0.448497479,0.601317301,0.484604003
Gaussian:7 3 5 3 relu relu Adam,1.5059254,0.100209436,0.40005542,0.272493537,0.855527948,0.68058025,0.01396627,0.017792798,0.253634246,0.921949108
Gaussian:7 Gaussian:7 7 7 3 softmax sigmoid RMSProp,1.505902814,0.743228902,0.904666041,0.436771182,0.59098881,0.279736936,0.177436387,0.339994894,0.160553228,0.628225605
Gaussian:7 5 7 5 tanh relu RMSProp,1.504686662,0.056640235,0.732234166,0.008439563,0.294748599,0.778725976,0.988158732,0.804586977,0.441042556,0.964664908
Gaussian:7 5 7 1 relu relu Adam,1.504188394,0.744388426,0.321894659,0.6186985,0.238200497,0.256582331,0.974062601,0.192558116,0.723436838,0.698167097
Gaussian:7 Gaussian:7 3 3 1 sigmoid relu Adam,1.503578557,0.927618419,0.31163836,0.234138569,0.939196835,0.717694794,0.962988345,0.357989158,0.954979879,0.258342213
Gaussian:7 3 3 3 relu relu RMSProp,1.502297977,0.600754722,0.629478986,0.855996878,0.141290484,0.334137426,0.46100827,0.364998963,0.321003704,0.837212358
Gaussian:7 Gaussian:7 Gaussian:7 9 3 5 sigmoid sigmoid RMSProp,1.501857066,0.205729072,0.912884096,0.198938574,0.79110062,0.65863438,0.145918536,0.274190816,0.891267835,0.267914198
Gaussian:7 Gaussian:7 Gaussian:7 7 7 1 relu tanh AdaGrad,1.501766251,0.664397231,0.049299653,0.887470261,0.187342558,0.111391236,0.048577488,0.998032305,0.47745528,0.652538377
Gaussian:7 9 9 5 softmax tanh AdaGrad,1.501044742,0.990498334,0.871899747,0.430358883,0.078322168,0.057289575,0.005926922,0.240138244,0.612699833,0.807152335
Gaussian:7 Gaussian:7 7 9 3 relu sigmoid RMSProp,1.500649104,0.529332292,0.390688708,0.731634439,0.436424237,0.824343223,0.415221486,0.939476822,0.724670283,0.430654111
Gaussian:7 Gaussian:7 9 3 5 sigmoid tanh RMSProp,1.500532962,0.412645683,0.811553597,0.678671821,0.069896723,0.374570217,0.991701988,0.312033795,0.560290024,0.755127504
Gaussian:7 5 9 1 relu softmax RMSProp,1.500227834,0.566625661,0.348013479,0.649987376,0.778925826,0.804590826,0.908678762,0.181886638,0.329424363,0.877775538
Gaussian:7 5 9 1 softmax softmax RMSProp,1.499964959,0.528531373,0.533652998,0.078065591,0.942768188,0.246436245,0.455921059,0.917938767,0.443026528,0.298658624
Gaussian:7 Gaussian:7 7 3 5 relu tanh RMSProp,1.499949222,0.064872763,0.179341197,0.320663372,0.23815,0.811718961,0.614862242,0.041042898,0.569068056,0.675976251
Gaussian:7 9 5 1 sigmoid softmax RMSProp,1.499469823,0.857505932,0.930979107,0.759185234,0.747543179,0.824862084,0.558040969,0.113696102,0.736135547,0.291409266
Gaussian:7 5 3 5 relu sigmoid RMSProp,1.497781826,0.875797336,0.937885351,0.081581585,0.066418889,0.456091418,0.375991763,0.301740217,0.014879993,0.056101639
Gaussian:7 Gaussian:7 7 5 1 tanh tanh Adam,1.497771377,0.775935916,0.234076772,0.540873172,0.119727585,0.189905151,0.116828923,0.672614982,0.857869712,0.20727317
Gaussian:7 Gaussian:7 Gaussian:7 9 5 3 relu sigmoid Adam,1.497500754,0.021306684,0.681983176,0.020051177,0.595035357,0.619987756,0.241603371,0.543475235,0.967040027,0.935010692
Gaussian:7 Gaussian:7 9 9 3 relu sigmoid Adam,1.496208346,0.649799604,0.736493585,0.072449881,0.0633965,0.060601004,0.248299966,0.379617209,0.62863548,0.190811981
Gaussian:7 Gaussian:7 7 5 1 relu softmax RMSProp,1.496087636,0.20375598,0.970311007,0.288108932,0.578444891,0.059912044,0.129880204,0.572657805,0.352521705,0.039064777
Gaussian:7 3 9 1 softmax softmax RMSProp,1.496007218,0.164122807,0.277986331,0.032725291,0.677326852,0.114623992,0.161982916,0.710185339,0.396609917,0.987496943
Gaussian:7 Gaussian:7 Gaussian:7 5 3 3 tanh sigmoid Adam,1.495644105,0.373048926,0.316587411,0.419396101,0.931519517,0.681075468,0.581207342,0.411209946,0.671545711,0.752051303
Gaussian:7 Gaussian:7 Gaussian:7 5 3 1 relu tanh Adam,1.495274718,0.487218818,0.721328302,0.538351526,0.216483074,0.863539999,0.446656724,0.736265413,0.124029782,0.766812944
Gaussian:7 3 7 1 sigmoid relu RMSProp,1.494862497,0.241734438,0.911126224,0.151664484,0.351590311,0.516469682,0.900125653,0.639340732,0.113461658,0.392540927
Gaussian:7 Gaussian:7 3 9 1 sigmoid relu AdaGrad,1.492610245,0.727591108,0.096628695,0.599717219,0.902739785,0.336849573,0.423795402,0.121649196,0.720933941,0.230226195
Gaussian:7 Gaussian:7 Gaussian:7 7 3 5 softmax tanh RMSProp,1.492487708,0.168868257,0.868350374,0.635264817,0.202117724,0.828266003,0.012463429,0.767124184,0.199031397,0.401592653
Gaussian:7 Gaussian:7 9 7 5 softmax relu RMSProp,1.492342254,0.370734711,0.374786606,0.986856083,0.981733225,0.385323437,0.403387763,0.720529407,0.699837996,0.599765483
Gaussian:7 9 9 3 sigmoid softmax Adam,1.492178544,0.529259261,0.664649562,0.682676974,0.139350576,0.852340116,0.89737851,0.149569965,0.098158395,0.804553883
Gaussian:7 Gaussian:7 5 3 5 tanh relu RMSProp,1.491809611,0.411318505,0.392387873,0.606139796,0.761706429,0.384778514,0.300750171,0.858537524,0.218256968,0.857222121
Gaussian:7 Gaussian:7 5 5 5 relu relu RMSProp,1.490964604,0.2814085,0.053223532,0.686479956,0.523357899,0.821959456,0.817887347,0.523369967,0.97612027,0.129585572
Gaussian:7 Gaussian:7 9 7 5 tanh tanh RMSProp,1.489018502,0.205553176,0.414869593,0.066039807,0.787126466,0.256816373,0.484289806,0.326601893,0.41738013,0.810666275
Gaussian:7 Gaussian:7 Gaussian:7 7 9 3 sigmoid relu AdaGrad,1.488705785,0.345047417,0.907265335,0.312029794,0.531609937,0.020477393,0.162970001,0.243588733,0.451277534,0.048919508
Gaussian:7 7 5 5 relu sigmoid AdaGrad,1.488555317,0.963816534,0.651781574,0.40920623,0.063207978,0.449173914,0.513714651,0.333982362,0.801436758,0.990494783
Gaussian:7 7 3 1 relu sigmoid AdaGrad,1.488529434,0.634472555,0.712686953,0.564352429,0.267777301,0.003835983,0.460842861,0.448352229,0.912985396,0.473999789
Gaussian:7 7 7 1 tanh softmax AdaGrad,1.488387678,0.323489015,0.973976774,0.065252583,0.622920732,0.085937239,0.17859593,0.765521454,0.187762227,0.764982117
Gaussian:7 9 7 1 softmax tanh RMSProp,1.488233532,0.162909394,0.036599961,0.427211147,0.458730967,0.761329493,0.719470794,0.340498247,0.28859986,0.036469649
Gaussian:7 Gaussian:7 Gaussian:7 5 5 1 sigmoid sigmoid AdaGrad,1.488210776,0.560223564,0.42003656,0.210258169,0.099771222,0.544186063,0.943121154,0.193853757,0.687071265,0.628348684
Gaussian:7 9 7 3 softmax tanh AdaGrad,1.487025346,0.096661195,0.852124039,0.850884249,0.750593491,0.478284233,0.837632398,0.030857557,0.790006821,0.964353441
Gaussian:7 Gaussian:7 Gaussian:7 3 9 1 softmax softmax Adam,1.486909483,0.658059742,0.395371883,0.372091058,0.695245068,0.312999482,0.288060186,0.467919843,0.206358687,0.036062086
Gaussian:7 Gaussian:7 Gaussian:7 5 7 1 tanh relu Adam,1.486869154,0.74536833,0.580935861,0.387530942,0.319347376,0.935535184,0.224299296,0.763129225,0.924341598,0.282201238
Gaussian:7 5 9 3 softmax sigmoid AdaGrad,1.48656276,0.450325076,0.319478477,0.434170416,0.686795241,0.177995848,0.29577182,0.662462349,0.529250955,0.197353729
Gaussian:7 Gaussian:7 9 7 3 sigmoid sigmoid AdaGrad,1.486422747,0.620572464,0.385421293,0.036250839,0.942024336,0.597910998,0.104210184,0.12462354,0.653071328,0.95885972
Gaussian:7 Gaussian:7 3 5 3 sigmoid tanh Adam,1.48638824,0.39846076,0.774161411,0.510444515,0.78978711,0.404318021,0.210640052,0.467088814,0.620195914,0.471002529
Gaussian:7 Gaussian:7 7 3 3 sigmoid tanh Adam,1.484703202,0.598583494,0.851609203,0.46259736,0.731266384,0.080300534,0.699115183,0.561240589,0.9277621,0.601264834
Gaussian:7 Gaussian:7 Gaussian:7 5 9 5 sigmoid relu AdaGrad,1.484328896,0.031962815,0.131604305,0.261870094,0.491341808,0.668652207,0.903530022,0.679560567,0.593252625,0.846627248
Gaussian:7 3 3 3 tanh relu AdaGrad,1.483323644,0.400735086,0.036595924,0.362301471,0.590730041,0.173270779,0.825941736,0.252008996,0.300980089,0.303682097
Gaussian:7 7 3 3 sigmoid softmax Adam,1.483015681,0.717907688,0.896289947,0.913211867,0.035338936,0.333727124,0.157499626,0.609731861,0.639278974,0.301252402
Gaussian:7 Gaussian:7 Gaussian:7 9 9 1 softmax softmax Adam,1.480437704,0.573193032,0.055522259,0.511942348,0.956494927,0.003491756,0.144082809,0.141949631,0.592116734,0.774730984
Gaussian:7 9 7 1 sigmoid tanh AdaGrad,1.480434029,0.125928742,0.142380772,0.754900219,0.676968226,0.235285503,0.135958918,0.092500807,0.335256115,0.68821749
Gaussian:7 Gaussian:7 5 9 3 tanh tanh RMSProp,1.479547428,0.34712686,0.229038341,0.634134206,0.445411425,0.209471765,0.836807379,0.204856035,0.219647315,0.476084206
Gaussian:7 Gaussian:7 3 3 1 tanh relu AdaGrad,1.477908855,0.44756675,0.576876816,0.059625002,0.591645914,0.121428676,0.768622135,0.820855807,0.676756903,0.608205119
Gaussian:7 Gaussian:7 Gaussian:7 7 3 5 relu softmax RMSProp,1.477435291,0.017452706,0.478937256,0.860808015,0.325011079,0.939134825,0.277960947,0.827607533,0.698307741,0.691938591
Gaussian:7 Gaussian:7 3 7 3 sigmoid tanh Adam,1.477159559,0.964697531,0.264621795,0.986148632,0.986255196,0.094078418,0.466997693,0.469328321,0.099163328,0.835725247
Gaussian:7 7 7 5 softmax relu RMSProp,1.477141475,0.433429943,0.111705427,0.185213678,0.313919971,0.310411325,0.428857982,0.190186782,0.73116188,0.25686517
Gaussian:7 7 9 5 relu sigmoid AdaGrad,1.476715304,0.660128407,0.702230504,0.374473038,0.931398955,0.442232402,0.167560292,0.435725902,0.322132192,0.754176483
Gaussian:7 7 7 3 sigmoid relu Adam,1.476572383,0.113892823,0.209247754,0.185096376,0.899302133,0.721914066,0.258749788,0.423978996,0.406205355,0.298935392
Gaussian:7 Gaussian:7 Gaussian:7 7 3 3 tanh relu Adam,1.476330505,0.088381495,0.349056549,0.486195173,0.830868336,0.781694155,0.793684749,0.773814239,0.966655822,0.023236877
Gaussian:7 9 3 5 tanh sigmoid RMSProp,1.476069357,0.932176718,0.504457524,0.118202093,0.88575648,0.950744413,0.699042712,0.821149927,0.978365569,0.235276063
Gaussian:7 7 7 1 softmax sigmoid AdaGrad,1.475663713,0.536310612,0.027074552,0.392139978,0.603807835,0.853029036,0.281357608,0.881931964,0.117880831,0.802565634
Gaussian:7 Gaussian:7 Gaussian:7 3 9 5 softmax relu Adam,1.474871304,0.706247857,0.159486812,0.177443889,0.064770299,0.091256225,0.877509505,0.378514846,0.480290112,0.171087713
Gaussian:7 Gaussian:7 Gaussian:7 7 3 1 relu sigmoid RMSProp,1.472973615,0.096972024,0.433007769,0.731234355,0.682858613,0.911418436,0.966955757,0.010827594,0.676299129,0.33775814
Gaussian:7 Gaussian:7 9 3 3 sigmoid relu Adam,1.472525573,0.439775298,0.901422753,0.046109624,0.165194341,0.24604607,0.281921151,0.48633505,0.336796854,0.282173987
Gaussian:7 9 9 5 tanh relu AdaGrad,1.472398814,0.101754878,0.382857424,0.765275108,0.9726103,0.699310272,0.585700699,0.572298099,0.019190103,0.18999534
Gaussian:7 3 3 1 softmax softmax AdaGrad,1.471898839,0.422827218,0.490125601,0.893027392,0.461734009,0.514921484,0.417189597,0.556817109,0.567274556,0.380250782
Gaussian:7 Gaussian:7 5 7 5 sigmoid relu Adam,1.4700074,0.029441482,0.302898229,0.137806031,0.918362371,0.198563855,0.494716414,0.361350687,0.667273242,0.264674325
Gaussian:7 9 3 3 sigmoid relu AdaGrad,1.469132972,0.348229156,0.161931061,0.878246678,0.220050421,0.877396918,0.912359398,0.662030034,0.65360406,0.256614966
Gaussian:7 Gaussian:7 9 3 1 relu sigmoid Adam,1.469001644,0.080186329,0.637527985,0.308792703,0.825555459,0.505414754,0.289154502,0.983894692,0.551358291,0.553286855
Gaussian:7 Gaussian:7 Gaussian:7 9 3 5 sigmoid softmax AdaGrad,1.468823234,0.569163167,0.073216202,0.243815392,0.787098343,0.279814258,0.377721277,0.670620349,0.679463701,0.604818893
Gaussian:7 Gaussian:7 Gaussian:7 5 5 1 tanh softmax Adam,1.468534561,0.373707121,0.912088207,0.332965469,0.754741949,0.689621958,0.278964792,0.356235142,0.83332716,0.844812204
Gaussian:7 Gaussian:7 9 7 3 relu softmax AdaGrad,1.468132008,0.266785792,0.816523425,0.060937237,0.957857172,0.746582016,0.145429922,0.502910385,0.545583837,0.145972255
Gaussian:7 Gaussian:7 Gaussian:7 3 3 5 softmax tanh RMSProp,1.465693126,0.87158493,0.507939152,0.469064831,0.800990311,0.938047126,0.413240938,0.128178917,0.988860247,0.513459292
Gaussian:7 Gaussian:7 Gaussian:7 9 9 5 relu tanh AdaGrad,1.465229943,0.518091946,0.728874594,0.696836986,0.514984975,0.460627453,0.579639115,0.357745752,0.138681589,0.150436633
Gaussian:7 Gaussian:7 Gaussian:7 3 7 1 softmax tanh AdaGrad,1.465020292,0.075958275,0.457319628,0.605976581,0.935485899,0.751466856,0.016766923,0.902979837,0.391440305,0.931468474
Gaussian:7 Gaussian:7 Gaussian:7 3 9 1 sigmoid sigmoid Adam,1.463365047,0.414839568,0.673882072,0.247083723,0.486914758,0.44412682,0.618893508,0.749701574,0.950789127,0.462849944
Gaussian:7 7 5 1 relu softmax AdaGrad,1.462532379,0.776453481,0.064509119,0.572286515,0.543115943,0.161567514,0.73396876,0.316275999,0.838845055,0.420745593
Gaussian:7 9 5 3 tanh relu RMSProp,1.462351126,0.913793448,0.011392082,0.527805531,0.766217023,0.468855889,0.61424699,0.58570994,0.762176441,0.06051163
Gaussian:7 3 9 5 sigmoid softmax Adam,1.460913429,0.718786165,0.344326044,0.502256193,0.738533939,0.413028761,0.901912942,0.926717841,0.760621686,0.91494421
Gaussian:7 7 7 1 tanh relu AdaGrad,1.460524893,0.38007199,0.574005645,0.69443562,0.053728968,0.378412852,0.862785655,0.405991298,0.603434537,0.715745506
Gaussian:7 Gaussian:7 Gaussian:7 5 9 5 sigmoid relu Adam,1.460305389,0.995206427,0.168597767,0.210789148,0.716132163,0.994102249,0.188173371,0.091615584,0.06270999,0.693016235
Gaussian:7 7 5 3 tanh sigmoid Adam,1.459416786,0.986817974,0.290941113,0.717204305,0.122905785,0.003409437,0.258601889,0.351301839,0.227056868,0.575836395
Gaussian:7 5 7 3 relu sigmoid Adam,1.459372998,0.079199387,0.898137106,0.263934042,0.354122454,0.193495597,0.337411378,0.010163651,0.383079998,0.203111628
Gaussian:7 Gaussian:7 7 9 1 tanh relu Adam,1.457997741,0.541301242,0.731349711,0.489706462,0.017136251,0.911572748,0.129546273,0.538055596,0.811961655,0.560032287
Gaussian:7 Gaussian:7 5 3 5 sigmoid relu AdaGrad,1.457884341,0.944657851,0.962124248,0.40491014,0.898906954,0.883835069,0.68430633,0.960482134,0.395090648,0.998552109
Gaussian:7 Gaussian:7 7 7 3 relu sigmoid RMSProp,1.456390976,0.676975398,0.358787311,0.515507074,0.640454751,0.227563676,0.547507159,0.91692565,0.673518462,0.021568882
Gaussian:7 Gaussian:7 Gaussian:7 5 7 5 sigmoid sigmoid Adam,1.455470178,0.92159067,0.734625423,0.093017018,0.44193841,0.365907175,0.732747158,0.491911757,0.476375462,0.508445017
Gaussian:7 Gaussian:7 9 5 1 relu softmax Adam,1.455046549,0.242270341,0.510537927,0.22022079,0.119535438,0.130462941,0.520520061,0.742502584,0.949077831,0.697364798
Gaussian:7 Gaussian:7 Gaussian:7 5 3 5 tanh tanh Adam,1.454896776,0.503454489,0.575001026,0.427803337,0.661967266,0.684765161,0.555118405,0.435564368,0.432380731,0.891189526
Gaussian:7 9 7 5 tanh sigmoid Adam,1.454838836,0.508384154,0.588315572,0.108433328,0.429846064,0.116936198,0.473439075,0.551287107,0.939911326,0.335647761
Gaussian:7 9 9 5 tanh tanh AdaGrad,1.454700746,0.166810357,0.22197898,0.054446249,0.359446737,0.3109534,0.69580867,0.413299983,0.499688409,0.462252875
Gaussian:7 Gaussian:7 7 9 3 relu tanh AdaGrad,1.454339315,0.725144379,0.223964305,0.499160772,0.585722509,0.695380403,0.666055764,0.575421273,0.760553445,0.822045862
Gaussian:7 Gaussian:7 Gaussian:7 3 7 5 tanh softmax RMSProp,1.452116037,0.913272161,0.813258414,0.975152414,0.937219135,0.159650753,0.446934266,0.370885471,0.673367649,0.277649656
Gaussian:7 Gaussian:7 Gaussian:7 9 7 5 softmax sigmoid AdaGrad,1.452067386,0.527682513,0.897085809,0.18228125,0.442146992,0.249933043,0.779261142,0.810088979,0.87230329,0.249002977
Gaussian:7 Gaussian:7 7 5 3 sigmoid relu RMSProp,1.450354229,0.495942594,0.376880663,0.902128512,0.442517624,0.788020908,0.853169975,0.986084547,0.414824595,0.580102837
Gaussian:7 Gaussian:7 3 9 1 sigmoid softmax Adam,1.44845355,0.006857791,0.124983392,0.309990831,0.489656856,0.38087024,0.417675067,0.109122928,0.901429101,0.974015215
