CONS_NO,DATA_DATE,KWH
9,2016/4/16,1.73
9,2016/4/17,3.6
9,2016/4/18,2.99
9,2016/4/19,4.59
9,2016/4/20,1.72
9,2016/4/21,3.07
9,2016/4/22,1.91
9,2016/4/23,1.44
9,2016/4/24,3.4
9,2016/4/25,3.79
9,2016/4/26,3.34
9,2016/4/27,2.93
9,2016/4/28,2.59
9,2016/4/29,3.22
9,2016/4/30,3.94
9,2016/5/1,5.18
9,2016/5/2,4.43
9,2016/5/3,3.51
9,2016/5/4,3.72
9,2016/5/5,3.39
9,2016/5/6,2.25
9,2016/5/7,1.62
9,2016/5/8,5.25
9,2016/5/9,2.87
9,2016/5/10,2.74
9,2016/5/11,2.96
9,2016/5/12,3.77
9,2016/5/13,2.97
9,2016/5/14,4.97
9,2016/5/15,4.46
9,2016/5/16,3.22
9,2016/5/17,2.9
9,2016/5/18,3.45
9,2016/5/19,2.52
9,2016/5/20,2.46
9,2016/5/21,1.24
9,2016/5/22,4.27
9,2016/5/23,3.14
9,2016/5/24,NA
9,2016/5/27,NA
9,2016/6/3,NA
9,2016/6/6,4.81
9,2016/6/7,3.19
9,2016/6/8,3.85
9,2016/6/9,1.39
9,2016/6/10,2.01
9,2016/6/11,1.88
9,2016/6/12,3.84
9,2016/6/13,2.88
9,2016/6/14,3.54
9,2016/6/15,3.33
9,2016/6/16,3.32
9,2016/6/17,3.18
9,2016/6/18,1.72
9,2016/6/19,3.15
9,2016/6/20,3.74
9,2016/6/21,2.67
9,2016/6/22,3.6
9,2016/6/23,3.38
9,2016/6/24,3.16
9,2016/6/25,3.24
9,2016/6/26,3.81
9,2016/6/27,4.68
9,2016/6/28,3.05
9,2016/6/29,2.6
9,2016/6/30,3.44
9,2016/7/1,1.25
9,2016/7/2,2.28
9,2016/7/3,1.12
9,2016/7/4,3.53
9,2016/7/5,3.39
9,2016/7/6,2.76
9,2016/7/7,2.66
9,2016/7/8,2.72
9,2016/7/9,2
9,2016/7/10,3.73
9,2016/7/11,4.17
9,2016/7/12,2.66
9,2016/7/13,2.22
9,2016/7/14,2.82
9,2016/7/15,3.47
9,2016/7/16,1.75
9,2016/7/17,2.22
9,2016/7/18,3.5
9,2016/7/19,3.35
9,2016/7/20,3.04
9,2016/7/21,2.73
9,2016/7/22,3.31
9,2016/7/23,1.43
9,2016/7/24,2.11
9,2016/7/25,1.79
9,2016/7/26,2.56
9,2016/7/27,1.42
9,2016/7/28,2.84
9,2016/7/29,1.45
9,2016/7/30,3.08
9,2016/7/31,1.39
9,2016/8/1,3.78
9,2016/8/2,3.36
9,2016/8/3,2.97
9,2016/8/4,2.28
9,2016/8/5,2.1
9,2016/8/6,3.02
9,2016/8/7,2.22
9,2016/8/8,1.81
9,2016/8/9,3.48
9,2016/8/10,3.32
9,2016/8/11,2.76
9,2016/8/12,2.59
9,2016/8/13,2.46
9,2016/8/14,2.56
9,2016/8/15,4.54
9,2016/8/16,2.7
9,2016/8/17,2.68
9,2016/8/18,3.73
9,2016/8/19,3.76
9,2016/8/20,3.27
9,2016/8/21,3.09
9,2016/8/22,3.22
9,2016/8/23,3.36
9,2016/8/24,3.51
9,2016/8/25,3.19
9,2016/8/26,3.65
9,2016/8/27,1.23
9,2016/8/28,1.41
9,2016/8/29,3.86
9,2016/8/30,4.12
9,2016/8/31,3.32
9,2016/9/2,3.53
9,2016/9/3,1.81
9,2016/9/4,1.17
9,2016/9/5,4.31
9,2016/9/6,4.65
9,2016/9/7,3.44
9,2016/9/8,3.97
9,2016/9/9,3.8
9,2016/9/10,1.75
9,2016/9/11,2.35
9,2016/9/12,1.13
9,2016/9/13,1.78
9,2016/9/14,1.57
9,2016/9/15,0.69
9,2016/9/16,2.33
9,2016/9/17,3.32
9,2016/9/18,2.48
9,2016/9/19,3.75
9,2016/9/20,3.64
9,2016/9/21,3.57
9,2016/9/22,5.01
9,2016/9/23,4.52
9,2016/9/24,5.49
9,2016/9/25,4.52
9,2016/9/26,3.72
9,2016/9/27,3.8
9,2016/9/28,4.88
9,2016/9/29,4.09
9,2016/9/30,4.03
9,2016/10/1,2.48
9,2016/10/2,1.85
9,2016/10/3,0.95
9,2016/10/4,0.66
9,2016/10/5,0.64
9,2016/10/6,1.65
9,2016/10/7,5.72
9,2016/10/8,4.04
9,2016/10/9,3.86
9,2016/10/10,3.08
9,2016/10/11,3.73
9,2016/10/12,4.37
9,2016/10/13,4.25
9,2016/10/14,4.44
9,2016/10/15,4.32
9,2016/10/16,4.74
9,2016/10/17,4.18
9,2016/10/18,4.52
9,2016/10/19,4.77
9,2016/10/20,4.13
9,2016/10/21,4.06
9,2016/10/22,2.62
9,2016/10/23,2.3
9,2016/10/24,5.21
9,2016/10/25,4.51
9,2016/10/26,5.16
9,2016/10/27,4.54
9,2016/10/28,5.12
9,2016/10/29,NA
9,2016/11/4,4.97
9,2016/11/5,4.7
9,2016/11/6,4.56
9,2016/11/7,6.45
9,2016/11/8,3.28
9,2016/11/9,3.51
9,2016/11/10,3.1
9,2016/11/11,1.51
9,2016/11/12,3.7
9,2016/11/13,5.24
9,2016/11/14,4.22
9,2016/11/15,4.84
9,2016/11/16,4.38
9,2016/11/17,5.14
9,2016/11/18,4.86
9,2016/11/19,2.21
9,2016/11/20,2.97
9,2016/11/21,4.61
9,2016/11/22,3.7
9,2016/11/23,3.05
9,2016/11/24,3.72
9,2016/11/25,3.58
9,2016/11/26,4.82
9,2016/11/27,4.04
9,2016/11/28,4.47
9,2016/11/29,5.01
9,2016/11/30,4.81
9,2016/12/1,4.06
9,2016/12/2,4.99
9,2016/12/3,4.43
9,2016/12/4,4.79
9,2016/12/5,5.15
9,2016/12/6,3.69
9,2016/12/7,4.36
9,2016/12/8,4.3
9,2016/12/9,4.45
9,2016/12/10,4.46
9,2016/12/11,3.89
9,2016/12/12,3.95
9,2016/12/13,3.91
9,2016/12/14,4.33
9,2016/12/15,4.54
9,2016/12/16,4.22
9,2016/12/17,3.04
9,2016/12/18,3.26
9,2016/12/19,3.83
9,2016/12/20,3.99
9,2016/12/21,4.24
9,2016/12/22,4.84
9,2016/12/23,4.47
9,2016/12/24,2.96
9,2016/12/25,2.25
9,2016/12/26,4.19
9,2016/12/27,5.25
9,2016/12/28,3.7
9,2016/12/30,3.89
9,2016/12/31,5.27
9,2017/1/1,4.3
9,2017/1/2,2.29
9,2017/1/3,4.29
9,2017/1/4,3.65
9,2017/1/5,4.25
9,2017/1/6,3.38
9,2017/1/7,1.97
9,2017/1/8,2.08
9,2017/1/9,4.45
9,2017/1/10,3.91
9,2017/1/11,4.2
9,2017/1/12,4.89
9,2017/1/13,4.23
9,2017/1/14,3.99
9,2017/1/15,3.8
9,2017/1/16,4.42
9,2017/1/17,2.88
9,2017/1/18,3.5
9,2017/1/19,4.79
9,2017/1/20,3.23
9,2017/1/21,3.67
9,2017/1/22,3.18
9,2017/1/23,2.97
9,2017/1/24,3.36
9,2017/1/25,3.24
9,2017/1/26,4.02
9,2017/1/27,3.14
9,2017/1/28,4.07
9,2017/1/29,3.96
9,2017/1/30,5.05
9,2017/1/31,4.18
9,2017/2/1,4.15
9,2017/2/2,3.38
9,2017/2/3,3.69
9,2017/2/4,3.82
9,2017/2/5,2.85
9,2017/2/6,3.65
9,2017/2/7,4.06
10,2015/1/1,1.84
10,2015/1/2,2.5
10,2015/1/3,1.91
10,2015/1/4,2.7
10,2015/1/5,2.26
10,2015/1/6,3.35
10,2015/1/7,2.66
10,2015/1/8,2.45
10,2015/1/9,2.45
10,2015/1/10,2.32
10,2015/1/11,2.22
10,2015/1/12,2.43
10,2015/1/13,2.26
10,2015/1/14,2.55
10,2015/1/15,3.39
10,2015/1/16,2.64
10,2015/1/17,3.48
10,2015/1/18,2.37
10,2015/1/19,2.57
10,2015/1/20,2.62
10,2015/1/21,4.05
10,2015/1/22,2.8
10,2015/1/23,2.48
10,2015/1/24,2.69
10,2015/1/25,2.62
10,2015/1/26,4.09
10,2015/1/27,3.37
10,2015/1/28,2.35
10,2015/1/29,2.21
10,2015/1/30,2.42
10,2015/1/31,1.96
10,2015/2/1,3.63
10,2015/2/2,2.42
10,2015/2/3,3.78
10,2015/2/4,2.6
10,2015/2/5,2.57
10,2015/2/6,2.38
10,2015/2/7,1.61
10,2015/2/8,1.8
10,2015/2/9,2.21
10,2015/2/10,1.8
10,2015/2/11,2.92
10,2015/2/12,2.77
10,2015/2/13,2.17
10,2015/2/14,2.55
10,2015/2/15,2.11
10,2015/2/16,4.51
10,2015/2/17,1.72
10,2015/2/18,1.26
10,2015/2/19,1.26
10,2015/2/20,1.24
10,2015/2/21,1.26
10,2015/2/22,1.23
10,2015/2/23,1.23
10,2015/2/24,1.34
10,2015/2/25,4.19
10,2015/2/26,2.57
10,2015/2/27,3.36
10,2015/2/28,3.61
10,2015/3/1,2.78
10,2015/3/2,1.92
10,2015/3/3,2.2
10,2015/3/4,3.5
10,2015/3/5,4.06
10,2015/3/6,2.14
10,2015/3/7,1.2
10,2015/3/8,1.46
10,2015/3/9,1.58
10,2015/3/10,2.89
10,2015/3/11,2.19
10,2015/3/12,1.46
10,2015/3/13,1.37
10,2015/3/14,1.9
10,2015/3/15,1.7
10,2015/3/16,1.97
10,2015/3/17,2.38
10,2015/3/18,1.19
10,2015/3/19,1.6
10,2015/3/20,1.46
10,2015/3/21,1.83
10,2015/3/22,1.14
10,2015/3/23,1.08
10,2015/3/24,1.09
10,2015/3/25,3.47
10,2015/3/26,5.1
10,2015/3/27,2.16
10,2015/3/28,1.9
10,2015/3/29,2.47
10,2015/3/30,2.1
10,2015/3/31,1.07
10,2015/4/1,1.08
10,2015/4/2,1.45
10,2015/4/3,1.29
10,2015/4/4,1.09
10,2015/4/5,1.38
10,2015/4/6,4.5
10,2015/4/7,10.38
10,2015/4/8,4.23
10,2015/4/9,2.18
10,2015/4/10,2.76
10,2015/4/11,3.68
10,2015/4/12,3.82
10,2015/4/13,1.91
10,2015/4/14,3.22
10,2015/4/15,1.09
10,2015/4/16,1.07
10,2015/4/17,1.61
10,2015/4/18,1.3
10,2015/4/19,1.38
10,2015/4/20,1.31
10,2015/4/21,2.6
10,2015/4/22,1.38
10,2015/4/23,1.36
10,2015/4/24,1.57
10,2015/4/25,2.25
10,2015/4/26,3.02
10,2015/4/27,1.37
10,2015/4/28,1.46
10,2015/4/29,2.36
10,2015/4/30,1.33
10,2015/5/1,1.47
10,2015/5/2,1.64
10,2015/5/3,1.33
10,2015/5/4,1.78
10,2015/5/5,1.5
10,2015/5/6,1.35
10,2015/5/7,1.49
10,2015/5/8,1.3
10,2015/5/9,1.29
10,2015/5/10,1.48
10,2015/5/11,1.25
10,2015/5/12,2.14
10,2015/5/13,1.39
10,2015/5/14,1.37
10,2015/5/15,1.6
10,2015/5/21,1.55
10,2015/5/22,1.77
10,2015/5/23,2.07
10,2015/5/24,1.39
10,2015/5/25,0.82
10,2015/5/26,1.38
10,2015/5/27,1.6
10,2015/5/28,1.68
10,2015/5/29,1.39
10,2015/5/30,1.61
10,2015/5/31,1.49
10,2015/6/1,1.49
10,2015/6/2,1.47
10,2015/6/3,1.36
10,2015/6/4,1.9
10,2015/6/5,1.89
10,2015/6/6,0.32
10,2015/6/7,0.07
10,2015/6/8,0.24
10,2015/6/9,0.07
10,2015/6/11,0.08
10,2015/6/12,0.07
10,2015/6/13,0.07
10,2015/6/14,0.07
10,2015/6/15,0.08
10,2015/6/16,0.07
10,2015/6/17,0.07
10,2015/6/18,0.08
10,2015/6/19,0.07
10,2015/6/20,0.07
10,2015/6/21,0.07
10,2015/6/22,0.07
10,2015/6/23,0.08
10,2015/6/24,0.07
10,2015/6/25,0.07
10,2015/6/26,0.08
10,2015/6/27,0.07
10,2015/6/28,0.07
10,2015/6/29,0.09
10,2015/6/30,0.07
10,2015/7/1,0.07
10,2015/7/2,0.07
10,2015/7/3,0.07
10,2015/7/4,0.08
10,2015/7/5,0.07
10,2015/7/6,0.07
10,2015/7/7,0.07
10,2015/7/8,0.07
10,2015/7/9,0.07
10,2015/7/10,0.08
10,2015/7/11,0.07
10,2015/7/12,0.06
10,2015/7/13,0.07
10,2015/7/14,0.07
10,2015/7/15,0.07
10,2015/7/16,0.07
10,2015/7/17,0.07
10,2015/7/18,0.07
10,2015/7/19,0.07
10,2015/7/20,0.08
10,2015/7/21,0.07
10,2015/7/22,0.24
10,2015/7/23,0.44
10,2015/7/24,0.82
10,2015/7/25,0.14
10,2015/7/26,0.07
10,2015/7/27,0.07
10,2015/7/28,0.07
10,2015/7/29,0.43
10,2015/7/30,0.13
10,2015/7/31,0.29
10,2015/8/1,0.24
10,2015/8/2,0.23
10,2015/8/3,0.21
10,2015/8/4,0.49
10,2015/8/5,0.29
10,2015/8/6,0.21
10,2015/8/7,0.43
10,2015/8/8,0.29
10,2015/8/9,0.16
10,2015/8/10,0.16
10,2015/8/11,0.15
10,2015/8/12,0.16
10,2015/8/13,0.16
10,2015/8/14,0.34
10,2015/8/15,0.16
10,2015/8/16,0.16
10,2015/8/17,0.16
10,2015/8/18,0.16
10,2015/8/19,0.16
10,2015/8/20,0.16
10,2015/8/21,0.31
10,2015/8/22,0.16
10,2015/8/23,0.16
10,2015/8/24,0.16
10,2015/8/25,0.58
10,2015/8/26,0.25
10,2015/8/27,0.36
10,2015/8/28,0.26
10,2015/8/29,0.26
10,2015/8/30,0.25
10,2015/8/31,0.26
10,2015/9/1,0.37
10,2015/9/2,0.16
10,2015/9/3,0.17
10,2015/9/4,0.17
10,2015/9/5,0.16
10,2015/9/6,0.17
10,2015/9/7,0.16
10,2015/9/8,0.43
10,2015/9/9,0.23
10,2015/9/10,0.16
10,2015/9/11,0.23
10,2015/9/12,0.16
10,2015/9/13,0.16
10,2015/9/14,0.16
10,2015/9/15,0.51
10,2015/9/16,0.68
10,2015/9/17,0.26
10,2015/9/18,0.34
10,2015/9/19,0.41
10,2015/9/20,0.26
10,2015/9/21,0.26
10,2015/9/22,0.79
10,2015/9/23,0.39
10,2015/9/24,0.16
10,2015/9/25,0.78
10,2015/9/26,0.25
10,2015/9/27,0.65
10,2015/9/28,0.16
10,2015/9/29,0.56
10,2015/9/30,0.26
10,2015/10/1,0.35
10,2015/10/2,0.26
10,2015/10/3,0.26
10,2015/10/4,0.26
10,2015/10/5,0.26
10,2015/10/6,0.26
10,2015/10/7,0.27
10,2015/10/8,0.21
10,2015/10/9,0.15
10,2015/10/10,0.5
10,2015/10/11,0.2
10,2015/10/12,0.16
10,2015/10/13,0.16
10,2015/10/14,0.17
10,2015/10/15,0.16
10,2015/10/16,0.16
10,2015/10/17,0.16
10,2015/10/18,0.16
10,2015/10/19,0.16
10,2015/10/20,0.35
10,2015/10/21,0.16
10,2015/10/22,0.16
10,2015/10/23,0.16
10,2015/10/24,0.16
10,2015/10/25,0.16
10,2015/10/26,0.16
10,2015/10/27,0.16
10,2015/10/28,0.16
10,2015/10/29,0.16
10,2015/10/30,0.17
10,2015/10/31,0.16
10,2015/11/1,0.15
10,2015/11/2,0.17
10,2015/11/3,0.15
10,2015/11/4,0.16
10,2015/11/5,0.16
10,2015/11/6,0.16
10,2015/11/7,0.15
10,2015/11/8,0.16
10,2015/11/9,0.15
10,2015/11/10,0.16
10,2015/11/11,0.16
10,2015/11/12,0.15
10,2015/11/13,0.15
10,2015/11/14,0.16
10,2015/11/15,0.15
10,2015/11/16,0.16
10,2015/11/17,0.16
10,2015/11/18,0.15
10,2015/11/19,0.16
10,2015/11/20,0.16
10,2015/11/21,0.16
10,2015/11/22,0.16
10,2015/11/23,0.15
10,2015/11/24,0.16
10,2015/11/25,0.17
10,2015/11/26,0.16
10,2015/11/27,0.16
10,2015/11/28,0.16
10,2015/11/29,0.16
10,2015/11/30,0.15
10,2015/12/1,0.16
10,2015/12/2,0.16
10,2015/12/3,0.16
10,2015/12/4,0.16
10,2015/12/5,0.16
10,2015/12/6,0.16
10,2015/12/7,0.16
10,2015/12/8,0.15
10,2015/12/9,0.17
10,2015/12/10,0.16
10,2015/12/11,0.16
10,2015/12/12,0.16
10,2015/12/13,0.16
10,2015/12/14,0.16
10,2015/12/15,0.16
10,2015/12/16,0.16
10,2015/12/17,0.16
10,2015/12/18,0.16
10,2015/12/19,0.16
10,2015/12/20,0.16
10,2015/12/21,0.16
10,2015/12/22,0.16
10,2015/12/23,0.16
10,2015/12/24,0.16
10,2015/12/25,0.16
10,2015/12/26,0.16
10,2015/12/27,0.16
10,2015/12/28,0.16
10,2015/12/29,0.16
10,2015/12/30,0.16
10,2015/12/31,0.16
10,2016/1/1,0.17
10,2016/1/2,0.16
10,2016/1/3,0.16
10,2016/1/4,0.17
10,2016/1/5,0.16
10,2016/1/6,0.16
10,2016/1/7,0.16
10,2016/1/8,0.16
10,2016/1/9,0.1
10,2016/1/10,0.09
10,2016/1/11,0.09
10,2016/1/12,0.09
10,2016/1/13,0.08
10,2016/1/14,0.11
10,2016/1/15,0.09
10,2016/1/16,0.82
10,2016/1/17,2.29
10,2016/1/18,2.57
10,2016/1/19,2.88
10,2016/1/20,1.91
10,2016/1/21,1.56
10,2016/1/22,1.66
10,2016/1/23,0.41
10,2016/1/24,2.02
10,2016/1/25,1.67
10,2016/1/26,1.89
10,2016/1/27,2.7
10,2016/1/28,1.3
10,2016/1/29,1.36
10,2016/1/30,2.67
10,2016/1/31,1.91
10,2016/2/1,3.14
10,2016/2/2,0.38
10,2016/2/3,1.57
10,2016/2/4,2.3
10,2016/2/5,2.71
10,2016/2/6,0
10,2016/2/7,0
10,2016/2/8,0
10,2016/2/9,0
10,2016/2/10,0
10,2016/2/11,0
10,2016/2/12,0
10,2016/2/13,0
10,2016/2/14,1.57
10,2016/2/15,0.1
10,2016/2/16,0.87
10,2016/2/17,1.25
10,2016/2/18,0.91
10,2016/2/19,1.48
10,2016/2/20,0.54
10,2016/2/21,1.04
10,2016/2/22,1.09
10,2016/2/23,1.57
10,2016/2/24,0.09
10,2016/2/25,0.09
10,2016/2/26,1.31
10,2016/2/27,0.97
10,2016/2/28,0.17
10,2016/2/29,1.17
10,2016/3/1,0.73
10,2016/3/2,1.5
10,2016/3/3,0.65
10,2016/3/4,0.64
10,2016/3/5,0.74
10,2016/3/6,0.62
10,2016/3/7,0.43
10,2016/3/8,0.73
10,2016/3/9,0.44
10,2016/3/10,0.49
10,2016/3/11,0.1
10,2016/3/12,0.11
10,2016/3/13,0.11
10,2016/3/14,1.02
10,2016/3/15,0.71
10,2016/3/16,1.23
10,2016/3/17,0.31
10,2016/3/18,0.76
10,2016/3/19,0.16
10,2016/3/20,0.94
10,2016/3/21,0.6
10,2016/3/22,0.41
10,2016/3/23,1
10,2016/3/24,0.74
10,2016/3/25,1.06
10,2016/3/26,0.18
10,2016/3/27,0.18
10,2016/3/28,0.94
10,2016/3/29,0.65
10,2016/3/30,0.46
10,2016/3/31,1.51
10,2016/4/1,0.7
10,2016/4/2,0.09
10,2016/4/3,0.57
10,2016/4/4,0.16
10,2016/4/5,0.85
10,2016/4/6,1.12
10,2016/4/7,0.55
10,2016/4/8,0.89
10,2016/4/9,1.01
10,2016/4/10,0.18
10,2016/4/11,0.97
10,2016/4/12,0.71
10,2016/4/13,0.86
10,2016/4/14,0.74
10,2016/4/15,0.43
10,2016/4/16,0.16
10,2016/4/17,0.19
10,2016/4/18,0.49
10,2016/4/19,2.88
10,2016/4/20,0.96
10,2016/4/21,1.16
10,2016/4/22,1.22
10,2016/4/23,0.91
10,2016/4/24,0.16
10,2016/4/25,0.55
10,2016/4/26,0.25
10,2016/4/27,0.48
10,2016/4/28,0.29
10,2016/4/29,0.5
10,2016/4/30,0.19
10,2016/5/1,0.2
10,2016/5/2,0.19
10,2016/5/3,0.34
10,2016/5/4,0.99
10,2016/5/5,0.82
10,2016/5/6,0.36
10,2016/5/7,0.8
10,2016/5/8,0.71
10,2016/5/9,0.98
10,2016/5/10,0.95
10,2016/5/11,0.66
10,2016/5/12,0.72
10,2016/5/13,1.5
10,2016/5/14,0.29
10,2016/5/15,0.14
10,2016/5/16,0.51
10,2016/5/17,0.78
10,2016/5/18,0.92
10,2016/5/19,0.81
10,2016/5/20,0.83
10,2016/5/21,0.31
10,2016/5/22,0.46
10,2016/5/23,0.37
10,2016/5/24,NA
10,2016/5/27,NA
10,2016/6/3,NA
10,2016/6/6,0.57
10,2016/6/7,0.38
10,2016/6/8,0.68
10,2016/6/9,0
10,2016/6/10,0
10,2016/6/11,0
10,2016/6/12,0.6
10,2016/6/13,0.2
10,2016/6/14,0.46
10,2016/6/15,0.41
10,2016/6/16,0.52
10,2016/6/17,0.46
10,2016/6/18,0
10,2016/6/19,0
10,2016/6/20,0
10,2016/6/21,0.66
10,2016/6/22,0.23
10,2016/6/23,0.47
10,2016/6/24,0.21
10,2016/6/25,0.2
10,2016/6/26,0.37
10,2016/6/27,0.35
10,2016/6/28,0.17
10,2016/6/29,0.57
10,2016/6/30,0.83
10,2016/7/1,0
10,2016/7/2,0
10,2016/7/3,0.53
10,2016/7/4,0.31
10,2016/7/5,0.31
10,2016/7/6,0.36
10,2016/7/7,0.67
10,2016/7/8,0.54
10,2016/7/9,0.68
10,2016/7/10,0.41
10,2016/7/11,0.7
10,2016/7/12,0.59
10,2016/7/13,1.21
10,2016/7/14,0.82
10,2016/7/15,0.49
10,2016/7/16,0
10,2016/7/17,0
10,2016/7/18,0.95
10,2016/7/19,0.98
10,2016/7/20,0.35
10,2016/7/21,0.46
10,2016/7/22,0.16
10,2016/7/23,0
10,2016/7/24,0
10,2016/7/25,0.52
10,2016/7/26,0.31
10,2016/7/27,0.43
10,2016/7/28,0.66
10,2016/7/29,0
10,2016/7/30,0.29
10,2016/7/31,0.36
10,2016/8/1,0.69
10,2016/8/2,0
10,2016/8/3,0.16
10,2016/8/4,0.25
10,2016/8/5,0.63
10,2016/8/6,0
10,2016/8/7,0
10,2016/8/8,0.89
10,2016/8/9,0.63
10,2016/8/10,0.27
10,2016/8/11,0.2
10,2016/8/12,0.59
10,2016/8/13,0
10,2016/8/14,0
10,2016/8/15,0.59
10,2016/8/16,0
10,2016/8/17,0.42
10,2016/8/18,0
10,2016/8/19,0.27
10,2016/8/20,0.33
10,2016/8/21,0
10,2016/8/22,0
10,2016/8/23,0
10,2016/8/24,0.24
10,2016/8/25,0.44
10,2016/8/26,0.29
10,2016/8/27,0.24
10,2016/8/28,0
10,2016/8/29,0.7
10,2016/8/30,0.56
10,2016/8/31,0.71
10,2016/9/2,1.06
10,2016/9/3,0.08
10,2016/9/4,0
10,2016/9/5,0.39
10,2016/9/6,0.34
10,2016/9/7,0.45
10,2016/9/8,0.36
10,2016/9/9,0.45
10,2016/9/10,0.9
10,2016/9/11,0
10,2016/9/12,0.19
10,2016/9/13,0.73
10,2016/9/14,0.71
10,2016/9/15,0.11
10,2016/9/16,0
10,2016/9/17,0
10,2016/9/18,0.76
10,2016/9/19,0.86
10,2016/9/20,0.46
10,2016/9/21,0.5
10,2016/9/22,0.57
10,2016/9/23,0.92
10,2016/9/24,0
10,2016/9/25,0
10,2016/9/26,0.44
10,2016/9/27,0.56
10,2016/9/28,0.64
10,2016/9/29,0.65
10,2016/9/30,0.92
10,2016/10/1,0
10,2016/10/2,0
10,2016/10/3,0
10,2016/10/4,0
10,2016/10/5,0
10,2016/10/6,0.6
10,2016/10/7,0.17
10,2016/10/8,0.68
10,2016/10/9,0.34
10,2016/10/10,0.42
10,2016/10/11,0.84
10,2016/10/12,0
10,2016/10/13,1.47
10,2016/10/14,1.33
10,2016/10/15,0.79
10,2016/10/16,0
10,2016/10/17,1.69
10,2016/10/18,1.06
10,2016/10/19,2.67
10,2016/10/20,1.29
10,2016/10/21,1.41
10,2016/10/22,1.06
10,2016/10/23,1.8
10,2016/10/24,0
10,2016/10/25,0
10,2016/10/26,1.39
10,2016/10/27,1.07
10,2016/10/28,0.67
10,2016/10/29,NA
10,2016/11/4,1.18
10,2016/11/5,1.14
10,2016/11/6,0
10,2016/11/7,0.71
10,2016/11/8,1.07
10,2016/11/9,0.95
10,2016/11/10,0.21
10,2016/11/11,0.72
10,2016/11/12,1
10,2016/11/13,3.02
10,2016/11/14,2.03
10,2016/11/15,1.16
10,2016/11/16,0
10,2016/11/17,1.12
10,2016/11/18,0.74
10,2016/11/19,0.86
10,2016/11/20,0
10,2016/11/21,0.92
10,2016/11/22,1.67
10,2016/11/23,0.52
10,2016/11/24,0.98
10,2016/11/25,1.26
10,2016/11/26,2
10,2016/11/27,2.06
10,2016/11/28,1.59
10,2016/11/29,1.87
10,2016/11/30,1.63
10,2016/12/1,1.73
10,2016/12/2,1.78
10,2016/12/3,0.51
10,2016/12/4,1.48
10,2016/12/5,1.22
10,2016/12/6,0.02
10,2016/12/7,1.58
10,2016/12/8,1.5
10,2016/12/9,2.57
10,2016/12/10,1.67
10,2016/12/11,2.78
10,2016/12/12,1.77
10,2016/12/13,1.66
10,2016/12/14,1.24
10,2016/12/15,2.3
10,2016/12/16,2.07
10,2016/12/17,0
10,2016/12/18,0
10,2016/12/19,1.39
10,2016/12/20,0.9
10,2016/12/21,1.19
10,2016/12/22,1.62
10,2016/12/23,1.09
10,2016/12/24,0.83
10,2016/12/25,1.44
10,2016/12/26,1.09
10,2016/12/27,2.17
10,2016/12/28,0.89
10,2016/12/30,2
10,2016/12/31,1.86
10,2017/1/1,1.7
10,2017/1/2,2.66
10,2017/1/3,1.72
10,2017/1/4,2.74
10,2017/1/5,2.64
10,2017/1/6,2.51
10,2017/1/7,1.92
10,2017/1/8,2.36
10,2017/1/9,3.19
10,2017/1/10,3.36
10,2017/1/11,0.52
10,2017/1/12,0
10,2017/1/13,1.47
10,2017/1/14,2.46
10,2017/1/15,3.04
10,2017/1/16,1.63
10,2017/1/17,2.26
10,2017/1/18,3.39
10,2017/1/19,3.31
10,2017/1/20,2.79
10,2017/1/21,2.1
10,2017/1/22,1.46
10,2017/1/23,2.1
10,2017/1/24,1.99
10,2017/1/25,3.42
10,2017/1/26,0.01
10,2017/1/27,0
10,2017/1/28,0
10,2017/1/29,0
10,2017/1/30,0
10,2017/1/31,0
10,2017/2/1,0
10,2017/2/2,1.19
10,2017/2/3,0.8
10,2017/2/4,0.72
10,2017/2/5,0.73
10,2017/2/6,1.6
10,2017/2/7,1.29
11,2015/1/1,6.96
11,2015/1/2,5.45
11,2015/1/3,6.7
11,2015/1/4,5.43
11,2015/1/5,5.7
11,2015/1/6,6.77
11,2015/1/7,4.65
11,2015/1/8,5.44
11,2015/1/9,8.88
11,2015/1/10,5.06
11,2015/1/11,3.03
11,2015/1/12,5.53
11,2015/1/13,6.46
11,2015/1/14,4.88
11,2015/1/15,5.91
11,2015/1/16,4.56
11,2015/1/17,5.4
11,2015/1/18,2.55
11,2015/1/19,5.79
11,2015/1/20,4.67
11,2015/1/21,5.12
11,2015/1/22,6.49
11,2015/1/23,4.84
11,2015/1/24,3.13
11,2015/1/25,4.65
11,2015/1/26,4.36
11,2015/1/27,5.97
11,2015/1/28,5.56
11,2015/1/29,3.84
11,2015/1/30,5.73
11,2015/1/31,4.83
11,2015/2/1,6.1
11,2015/2/2,4.81
11,2015/2/3,4.18
11,2015/2/4,6.26
11,2015/2/5,5.29
11,2015/2/6,4.19
11,2015/2/7,5.24
11,2015/2/8,5.95
11,2015/2/9,3.55
11,2015/2/10,4.5
11,2015/2/11,5.27
11,2015/2/12,5.49
11,2015/2/13,4.86
11,2015/2/14,6.21
11,2015/2/15,5.36
11,2015/2/16,4.84
11,2015/2/17,4.71
11,2015/2/18,5.63
11,2015/2/19,4.18
11,2015/2/20,5.23
11,2015/2/21,4.17
11,2015/2/22,4.78
11,2015/2/23,4.14
11,2015/2/24,5.23
11,2015/2/25,4.72
11,2015/2/26,5.31
11,2015/2/27,4.99
